Path,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,Label
"[u'/opt/NVD/NVD_func/2/CVE-2008-3792/CVE_2008_3792_VULN_sctp_setsockopt_auth_chunk.c']
","7
","0
","0
","0
","3
","0
","2
","1
","1
","15
","0
","1
","3
","2
","6
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-3792/CVE_2008_3792_VULN_sctp_setsockopt_auth_key.c']
","5
","0
","0
","0
","3
","0
","4
","3
","3
","28
","0
","1
","4
","3
","10
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-3792/CVE_2008_3792_VULN_sctp_setsockopt_del_key.c']
","4
","0
","0
","0
","3
","0
","3
","1
","1
","21
","0
","1
","3
","2
","10
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-3792/CVE_2008_3792_VULN_sctp_setsockopt_hmac_ident.c']
","5
","0
","0
","0
","3
","0
","4
","3
","3
","22
","0
","1
","4
","3
","7
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-3833/CVE_2008_3833_PATCHED_generic_file_splice_write.c']
","9
","0
","0
","0
","5
","0
","5
","9
","9
","54
","2
","3
","5
","3
","9
",0
"[u'/opt/NVD/NVD_func/2/CVE-2008-3833/CVE_2008_3833_VULN_generic_file_splice_write.c']
","4
","0
","0
","0
","5
","0
","3
","5
","5
","50
","1
","3
","3
","1
","9
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-3915/CVE_2008_3915_PATCHED_init_state.c']
","3
","0
","0
","0
","2
","0
","2
","6
","6
","12
","0
","1
","2
","2
","4
",0
"[u'/opt/NVD/NVD_func/2/CVE-2008-3915/CVE_2008_3915_VULN_init_state.c']
","3
","0
","0
","0
","2
","0
","2
","6
","6
","12
","0
","1
","2
","2
","4
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-4302/CVE_2008_4302_PATCHED_pipe_to_file.c']
","61
","0
","0
","0
","3
","0
","14
","20
","25
","70
","7
","2
","13
","8
","14
",0
"[u'/opt/NVD/NVD_func/2/CVE-2008-4302/CVE_2008_4302_VULN_pipe_to_file.c']
","61
","0
","0
","0
","3
","0
","14
","20
","25
","70
","7
","2
","13
","8
","14
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-4989/CVE_2008_4989_PATCHED__gnutls_x509_verify_certificate.c']
","18
","2
","0
","1
","7
","0
","6
","0
","0
","29
","4
","2
","7
","4
","14
",0
"[u'/opt/NVD/NVD_func/2/CVE-2008-4989/CVE_2008_4989_VULN__gnutls_x509_verify_certificate.c']
","15
","2
","0
","1
","7
","0
","6
","0
","0
","29
","4
","2
","8
","4
","14
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-5029/CVE_2008_5029_PATCHED___scm_destroy.c']
","5
","2
","1
","2
","1
","0
","3
","11
","11
","39
","1
","4
","4
","1
","7
",0
"[u'/opt/NVD/NVD_func/2/CVE-2008-5029/CVE_2008_5029_VULN___scm_destroy.c']
","3
","1
","0
","1
","1
","0
","1
","4
","4
","26
","1
","2
","2
","1
","2
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-5079/CVE_2008_5079_PATCHED_svc_listen.c']
","5
","1
","0
","1
","2
","0
","3
","12
","12
","45
","0
","1
","4
","3
","9
",0
"[u'/opt/NVD/NVD_func/2/CVE-2008-5079/CVE_2008_5079_VULN_svc_listen.c']
","4
","1
","0
","1
","2
","0
","2
","11
","11
","43
","0
","1
","3
","2
","8
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-5134/CVE_2008_5134_PATCHED_lbs_process_bss.c']
","148
","1
","0
","1
","3
","0
","14
","77
","77
","214
","5
","4
","12
","4
","26
",0
"[u'/opt/NVD/NVD_func/2/CVE-2008-5134/CVE_2008_5134_VULN_lbs_process_bss.c']
","148
","1
","0
","1
","3
","0
","14
","77
","77
","214
","5
","4
","12
","4
","26
",1
"[u'/opt/NVD/NVD_func/2/CVE-2008-5713/CVE_2008_5713_PATCHED___qdisc_run.c']
","4
","1
","0
","1
","1
","0
","2
","1
","1
","12
","2
","2
","3
","2
","6
",0
"[u'/opt/NVD/NVD_func/2/CVE-2008-5713/CVE_2008_5713_VULN___qdisc_run.c']
","3
","1
","0
","1
","1
","0
","1
","1
","1
","12
","1
","2
","2
","2
","3
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0028/CVE_2009_0028_PATCHED_copy_process.c']
","3272
","0
","0
","0
","7
","0
","42
","145
","170
","140
","6
","3
","41
","23
","80
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0028/CVE_2009_0028_VULN_copy_process.c']
","3272
","0
","0
","0
","7
","0
","42
","143
","167
","138
","5
","3
","41
","23
","80
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0269/CVE_2009_0269_PATCHED_ecryptfs_follow_link.c']
","3
","0
","0
","0
","2
","0
","3
","3
","6
","42
","0
","1
","2
","1
","2
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0269/CVE_2009_0269_VULN_ecryptfs_follow_link.c']
","3
","0
","0
","0
","2
","0
","2
","3
","6
","42
","0
","1
","2
","1
","2
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0675/CVE_2009_0675_PATCHED_skfp_ioctl.c']
","5
","0
","0
","0
","3
","0
","3
","6
","6
","43
","2
","2
","3
","1
","10
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0675/CVE_2009_0675_VULN_skfp_ioctl.c']
","5
","0
","0
","0
","3
","0
","3
","6
","6
","43
","2
","2
","3
","1
","10
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0746/CVE_2009_0746_PATCHED_make_indexed_dir.c']
","6
","1
","0
","1
","4
","0
","4
","32
","34
","174
","0
","1
","5
","3
","8
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0746/CVE_2009_0746_VULN_make_indexed_dir.c']
","5
","1
","0
","1
","4
","0
","3
","30
","32
","166
","0
","1
","4
","2
","6
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0747/CVE_2009_0747_PATCHED_ext4_isize.c']
","2
","0
","0
","0
","1
","0
","2
","4
","4
","10
","0
","1
","1
","1
","5
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0747/CVE_2009_0747_VULN_ext4_isize.c']
","1
","0
","0
","0
","1
","0
","0
","2
","2
","10
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0787/CVE_2009_0787_PATCHED_ecryptfs_write_metadata.c']
","8
","0
","0
","0
","1
","0
","8
","6
","6
","37
","1
","2
","6
","3
","10
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0787/CVE_2009_0787_PATCHED_ecryptfs_write_metadata_to_contents.c']
","2
","0
","0
","0
","3
","0
","1
","1
","1
","14
","0
","1
","1
","1
","1
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0787/CVE_2009_0787_PATCHED_ecryptfs_write_metadata_to_xattr.c']
","1
","0
","0
","0
","3
","0
","0
","0
","0
","12
","0
","0
","0
","0
","0
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0787/CVE_2009_0787_VULN_ecryptfs_write_metadata.c']
","8
","0
","0
","0
","1
","0
","8
","5
","5
","37
","1
","2
","6
","3
","10
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0787/CVE_2009_0787_VULN_ecryptfs_write_metadata_to_contents.c']
","2
","0
","0
","0
","3
","0
","1
","2
","2
","20
","0
","1
","1
","1
","1
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0787/CVE_2009_0787_VULN_ecryptfs_write_metadata_to_xattr.c']
","1
","0
","0
","0
","4
","0
","0
","0
","0
","16
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0835/CVE_2009_0835_PATCHED___secure_computing.c']
","7
","1
","0
","1
","1
","0
","2
","1
","1
","26
","2
","3
","4
","2
","6
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0835/CVE_2009_0835_VULN___secure_computing.c']
","7
","1
","0
","1
","1
","0
","2
","1
","1
","26
","2
","3
","4
","2
","7
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0935/CVE_2009_0935_PATCHED_inotify_read.c']
","14
","1
","0
","1
","4
","0
","7
","6
","6
","48
","5
","3
","7
","2
","12
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0935/CVE_2009_0935_VULN_inotify_read.c']
","37
","2
","0
","1
","4
","0
","10
","18
","18
","64
","7
","3
","8
","4
","22
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_PATCHED_cff_charset_load.c']
","88
","3
","1
","2
","6
","0
","23
","23
","23
","18
","16
","5
","24
","12
","19
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_PATCHED_ft_smooth_render_generic.c']
","11683
","4
","0
","1
","5
","0
","18
","44
","51
","114
","6
","2
","22
","4
","29
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_PATCHED_tt_cmap10_validate.c']
","16
","1
","0
","1
","2
","0
","4
","3
","3
","22
","1
","3
","3
","4
","10
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_PATCHED_tt_cmap12_validate.c']
","52
","1
","0
","1
","2
","0
","6
","3
","3
","20
","3
","3
","5
","4
","14
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_PATCHED_tt_cmap8_validate.c']
","744
","3
","2
","2
","2
","0
","13
","4
","4
","34
","7
","5
","12
","5
","23
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_VULN_cff_charset_load.c']
","71
","3
","1
","2
","6
","0
","19
","22
","22
","18
","14
","5
","21
","12
","18
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_VULN_ft_smooth_render_generic.c']
","11603
","4
","0
","1
","5
","0
","17
","44
","51
","114
","6
","2
","21
","4
","29
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_VULN_tt_cmap10_validate.c']
","16
","1
","0
","1
","2
","0
","4
","3
","3
","22
","1
","3
","3
","4
","10
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_VULN_tt_cmap12_validate.c']
","52
","1
","0
","1
","2
","0
","6
","3
","3
","20
","3
","3
","5
","4
","14
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-0946/CVE_2009_0946_VULN_tt_cmap8_validate.c']
","744
","3
","2
","2
","2
","0
","13
","4
","4
","34
","7
","5
","12
","5
","23
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-1046/CVE_2009_1046_PATCHED_set_selection.c']
","18771
","4
","0
","1
","2
","0
","30
","20
","20
","100
","11
","4
","20
","6
","33
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-1046/CVE_2009_1046_VULN_set_selection.c']
","18771
","4
","0
","1
","2
","0
","30
","20
","20
","100
","11
","4
","20
","6
","33
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-1192/CVE_2009_1192_PATCHED_agp_generic_alloc_page.c']
","2
","0
","0
","0
","1
","0
","1
","1
","1
","20
","0
","1
","1
","1
","2
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-1192/CVE_2009_1192_PATCHED_agp_generic_alloc_pages.c']
","5
","2
","0
","1
","3
","0
","1
","7
","7
","38
","1
","2
","2
","2
","7
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-1192/CVE_2009_1192_VULN_agp_generic_alloc_page.c']
","2
","0
","0
","0
","1
","0
","1
","1
","1
","20
","0
","1
","1
","1
","2
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-1192/CVE_2009_1192_VULN_agp_generic_alloc_pages.c']
","5
","2
","0
","1
","3
","0
","1
","7
","7
","38
","1
","2
","2
","2
","7
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-1242/CVE_2009_1242_PATCHED_vmx_set_msr.c']
","16
","0
","0
","0
","3
","0
","2
","2
","2
","26
","2
","2
","3
","1
","5
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-1242/CVE_2009_1242_VULN_vmx_set_msr.c']
","16
","0
","0
","0
","3
","0
","2
","2
","2
","26
","2
","2
","3
","1
","5
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-1243/CVE_2009_1243_PATCHED_udp_get_next.c']
","4
","1
","0
","1
","2
","0
","2
","8
","9
","64
","1
","2
","2
","2
","11
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-1243/CVE_2009_1243_PATCHED_udp_seq_start.c']
","1
","0
","0
","0
","2
","0
","0
","2
","2
","42
","0
","1
","0
","1
","1
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-1243/CVE_2009_1243_VULN_udp_get_next.c']
","3
","1
","0
","1
","2
","0
","1
","7
","8
","64
","0
","1
","1
","2
","9
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-1243/CVE_2009_1243_VULN_udp_seq_start.c']
","1
","0
","0
","0
","2
","0
","0
","0
","0
","30
","0
","1
","0
","1
","1
",1
"[u'/opt/NVD/NVD_func/2/CVE-2009-1298/CVE_2009_1298_PATCHED_ip_frag_reasm.c']
","27
","2
","0
","1
","3
","0
","10
","66
","74
","88
","4
","3
","11
","5
","21
",0
"[u'/opt/NVD/NVD_func/2/CVE-2009-1298/CVE_2009_1298_VULN_ip_frag_reasm.c']
","27
","2
","0
","1
","3
","0
","10
","66
","74
","88
","4
","3
","11
","5
","21
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_PATCHED_nfs4_create_referral_server.c']
","7
","0
","0
","0
","2
","0
","6
","30
","38
","75
","0
","1
","6
","4
","5
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_PATCHED_nfs4_create_server.c']
","9
","0
","0
","0
","7
","0
","6
","26
","35
","69
","0
","1
","6
","4
","5
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_PATCHED_nfs_clone_server.c']
","12
","0
","0
","0
","3
","0
","6
","22
","27
","60
","0
","1
","6
","3
","9
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_PATCHED_nfs_create_server.c']
","21
","0
","0
","0
","2
","0
","10
","35
","50
","56
","4
","2
","9
","4
","21
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_PATCHED_nfs_init_server.c']
","28
","0
","0
","0
","2
","0
","7
","24
","24
","34
","0
","1
","6
","3
","9
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_VULN_nfs4_create_referral_server.c']
","6
","0
","0
","0
","2
","0
","5
","27
","35
","75
","0
","1
","5
","4
","2
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_VULN_nfs4_create_server.c']
","6
","0
","0
","0
","7
","0
","5
","23
","32
","69
","0
","1
","5
","4
","2
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_VULN_nfs_clone_server.c']
","8
","0
","0
","0
","3
","0
","5
","19
","24
","60
","0
","1
","5
","3
","6
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_VULN_nfs_create_server.c']
","6
","0
","0
","0
","2
","0
","5
","24
","36
","54
","1
","2
","5
","3
","5
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1336/CVE_2009_1336_VULN_nfs_init_server.c']
","68
","0
","0
","0
","2
","0
","12
","33
","33
","36
","3
","2
","10
","4
","17
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1337/CVE_2009_1337_PATCHED_exit_notify.c']
","32
","0
","0
","0
","2
","0
","5
","15
","19
","25
","0
","1
","1
","3
","19
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1337/CVE_2009_1337_VULN_exit_notify.c']
","32
","0
","0
","0
","2
","0
","5
","15
","19
","25
","0
","1
","1
","3
","21
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1338/CVE_2009_1338_PATCHED_kill_something_info.c']
","5
","0
","0
","0
","3
","0
","5
","0
","0
","16
","3
","3
","4
","3
","8
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1338/CVE_2009_1338_VULN_kill_something_info.c']
","5
","0
","0
","0
","3
","0
","5
","1
","1
","18
","3
","3
","4
","3
","9
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1360/CVE_2009_1360_PATCHED___inet6_check_established.c']
","8
","0
","0
","0
","4
","0
","7
","12
","12
","124
","2
","2
","5
","3
","14
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1360/CVE_2009_1360_VULN___inet6_check_established.c']
","8
","0
","0
","0
","4
","0
","7
","12
","12
","124
","2
","2
","5
","3
","14
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1385/CVE_2009_1385_PATCHED_e1000_clean_rx_irq.c']
","60
","1
","0
","1
","4
","0
","12
","40
","40
","156
","7
","3
","10
","4
","28
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1385/CVE_2009_1385_VULN_e1000_clean_rx_irq.c']
","60
","1
","0
","1
","4
","0
","12
","40
","40
","156
","7
","3
","10
","4
","28
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1389/CVE_2009_1389_PATCHED_rtl_hw_start_8101.c']
","12
","0
","0
","0
","1
","0
","2
","10
","10
","34
","1
","2
","2
","2
","6
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1389/CVE_2009_1389_PATCHED_rtl_hw_start_8168.c']
","24
","0
","0
","0
","1
","0
","1
","10
","10
","34
","0
","1
","1
","2
","4
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1389/CVE_2009_1389_PATCHED_rtl_hw_start_8169.c']
","32
","0
","0
","0
","1
","0
","5
","23
","23
","34
","0
","1
","1
","5
","8
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1389/CVE_2009_1389_PATCHED_rtl_set_rx_max_size.c']
","1
","0
","0
","0
","2
","0
","0
","0
","0
","8
","0
","0
","0
","0
","0
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1389/CVE_2009_1389_VULN_rtl_hw_start_8101.c']
","12
","0
","0
","0
","1
","0
","2
","9
","9
","34
","1
","2
","2
","2
","6
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1389/CVE_2009_1389_VULN_rtl_hw_start_8168.c']
","24
","0
","0
","0
","1
","0
","1
","9
","9
","34
","0
","1
","1
","2
","4
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1389/CVE_2009_1389_VULN_rtl_hw_start_8169.c']
","32
","0
","0
","0
","1
","0
","5
","22
","22
","34
","0
","1
","1
","5
","8
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1389/CVE_2009_1389_VULN_rtl_set_rx_max_size.c']
","1
","0
","0
","0
","1
","0
","0
","0
","0
","8
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1439/CVE_2009_1439_PATCHED_CIFSTCon.c']
","4962
","0
","0
","0
","5
","0
","28
","57
","63
","133
","8
","4
","21
","8
","35
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1439/CVE_2009_1439_VULN_CIFSTCon.c']
","4962
","0
","0
","0
","5
","0
","28
","57
","63
","127
","8
","4
","21
","8
","35
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1527/CVE_2009_1527_PATCHED_ptrace_attach.c']
","9
","1
","0
","1
","1
","0
","7
","6
","6
","19
","1
","2
","8
","3
","14
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1527/CVE_2009_1527_VULN_ptrace_attach.c']
","9
","1
","0
","1
","1
","0
","7
","6
","6
","19
","1
","2
","8
","3
","14
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1630/CVE_2009_1630_PATCHED_nfs_permission.c']
","40
","0
","0
","0
","2
","0
","9
","5
","6
","22
","2
","2
","8
","5
","19
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1630/CVE_2009_1630_VULN_nfs_permission.c']
","40
","0
","0
","0
","2
","0
","9
","5
","6
","22
","2
","2
","8
","5
","19
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1897/CVE_2009_1897_PATCHED_tun_chr_poll.c']
","9
","0
","0
","0
","2
","0
","4
","8
","10
","58
","0
","1
","4
","3
","19
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1897/CVE_2009_1897_VULN_tun_chr_poll.c']
","9
","0
","0
","0
","2
","0
","4
","8
","10
","60
","0
","1
","4
","3
","19
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1961/CVE_2009_1961_PATCHED_generic_file_splice_write.c']
","20
","0
","0
","0
","5
","0
","6
","14
","16
","71
","3
","3
","3
","2
","13
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1961/CVE_2009_1961_PATCHED_ocfs2_file_splice_write.c']
","6
","0
","0
","0
","5
","0
","4
","15
","23
","54
","0
","1
","4
","2
","4
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1961/CVE_2009_1961_PATCHED_splice_from_pipe.c']
","4
","0
","0
","0
","6
","0
","2
","11
","14
","57
","0
","1
","1
","2
","3
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-1961/CVE_2009_1961_VULN_generic_file_splice_write.c']
","8
","0
","0
","0
","5
","0
","4
","7
","7
","55
","1
","3
","3
","2
","10
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1961/CVE_2009_1961_VULN_ocfs2_file_splice_write.c']
","3
","0
","0
","0
","5
","0
","2
","9
","15
","38
","0
","1
","2
","2
","1
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-1961/CVE_2009_1961_VULN_splice_from_pipe.c']
","1
","0
","0
","0
","6
","0
","0
","4
","5
","39
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2287/CVE_2009_2287_PATCHED_kvm_arch_vcpu_ioctl_set_sregs.c']
","64
","1
","0
","1
","2
","0
","9
","62
","64
","69
","2
","3
","4
","6
","29
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2287/CVE_2009_2287_VULN_kvm_arch_vcpu_ioctl_set_sregs.c']
","32
","1
","0
","1
","2
","0
","7
","55
","55
","57
","2
","3
","4
","5
","26
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2484/CVE_2009_2484_PATCHED_Win32AddConnection.c']
","11
","0
","0
","0
","5
","0
","8
","0
","0
","58
","2
","2
","6
","2
","8
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2484/CVE_2009_2484_VULN_Win32AddConnection.c']
","11
","0
","0
","0
","5
","0
","8
","0
","0
","58
","2
","2
","6
","2
","8
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2691/CVE_2009_2691_PATCHED_mm_for_maps.c']
","4
","0
","0
","0
","1
","0
","3
","3
","3
","26
","1
","2
","3
","3
","9
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2691/CVE_2009_2691_VULN_mm_for_maps.c']
","4
","0
","0
","0
","1
","0
","3
","5
","5
","28
","0
","1
","3
","2
","9
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2692/CVE_2009_2692_PATCHED_sock_sendpage.c']
","2
","0
","0
","0
","6
","0
","1
","2
","2
","24
","0
","1
","1
","1
","4
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2692/CVE_2009_2692_VULN_sock_sendpage.c']
","2
","0
","0
","0
","6
","0
","1
","4
","5
","30
","0
","1
","1
","1
","4
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2768/CVE_2009_2768_PATCHED_load_flat_shared_library.c']
","4
","0
","0
","0
","2
","0
","3
","0
","0
","10
","0
","1
","3
","2
","5
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2768/CVE_2009_2768_VULN_load_flat_shared_library.c']
","5
","0
","0
","0
","2
","0
","3
","0
","0
","10
","0
","1
","3
","2
","4
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2844/CVE_2009_2844_PATCHED_cmp_ies.c']
","4
","0
","0
","0
","5
","0
","3
","0
","0
","32
","0
","1
","3
","3
","5
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2844/CVE_2009_2844_PATCHED_is_mesh.c']
","7
","0
","0
","0
","4
","0
","6
","5
","5
","26
","0
","1
","6
","5
","10
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2844/CVE_2009_2844_VULN_cmp_ies.c']
","4
","0
","0
","0
","5
","0
","3
","0
","0
","32
","0
","1
","3
","3
","5
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2844/CVE_2009_2844_VULN_is_mesh.c']
","6
","0
","0
","0
","4
","0
","5
","5
","5
","26
","0
","1
","5
","4
","10
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2846/CVE_2009_2846_PATCHED_eisa_eeprom_read.c']
","5
","1
","0
","1
","4
","0
","5
","0
","0
","64
","2
","2
","4
","3
","8
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2846/CVE_2009_2846_VULN_eisa_eeprom_read.c']
","5
","1
","0
","1
","4
","0
","5
","0
","0
","60
","2
","2
","4
","3
","8
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2847/CVE_2009_2847_PATCHED_do_sigaltstack.c']
","13
","0
","0
","0
","3
","0
","9
","10
","10
","72
","5
","3
","8
","3
","20
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2847/CVE_2009_2847_VULN_do_sigaltstack.c']
","26
","0
","0
","0
","3
","0
","10
","7
","7
","49
","5
","3
","8
","3
","20
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-2909/CVE_2009_2909_PATCHED_ax25_setsockopt.c']
","33
","0
","0
","0
","5
","0
","18
","19
","19
","57
","16
","3
","18
","13
","26
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-2909/CVE_2009_2909_VULN_ax25_setsockopt.c']
","33
","0
","0
","0
","5
","0
","18
","19
","19
","57
","16
","3
","18
","13
","26
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-3080/CVE_2009_3080_PATCHED_gdth_read_event.c']
","10
","0
","0
","0
","3
","0
","7
","5
","5
","36
","1
","3
","4
","3
","7
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-3080/CVE_2009_3080_VULN_gdth_read_event.c']
","10
","0
","0
","0
","3
","0
","7
","5
","5
","36
","1
","3
","4
","3
","7
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-3280/CVE_2009_3280_PATCHED_find_ie.c']
","4
","1
","0
","1
","3
","0
","2
","0
","0
","12
","0
","1
","2
","3
","4
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-3280/CVE_2009_3280_VULN_find_ie.c']
","4
","1
","0
","1
","3
","0
","2
","0
","0
","12
","0
","1
","2
","3
","4
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-3288/CVE_2009_3288_PATCHED_sg_build_indirect.c']
","195
","2
","0
","1
","3
","0
","13
","9
","10
","28
","4
","3
","14
","4
","23
",0
"[u'/opt/NVD/NVD_func/3/CVE-2009-3288/CVE_2009_3288_VULN_sg_build_indirect.c']
","195
","2
","0
","1
","3
","0
","13
","9
","10
","26
","4
","3
","14
","4
","23
",1
"[u'/opt/NVD/NVD_func/3/CVE-2009-3547/CVE_2009_3547_PATCHED_pipe_rdwr_open.c']
","5
","0
","0
","0
","2
","0
","3
","9
","11
","26
","2
","2
","3
","2
","8
",0
